filename,filesize,modified,errors,md5,namespace,id,format,version,mime,class,basis,warning
X:\school\data\Govdocs1-threads\164\164828.jpg,133499,2004-03-31T17:16:14-04:00,,1761645c529924de13ce33ba3693418a,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [133497 2]],
X:\school\data\Govdocs1-threads\164\164833.html,18812,2009-02-11T02:57:12-05:00,,e6781defea6b5cd51963111d72298932,pronom,fmt/102,Extensible Hypertext Markup Language,1.0,application/xhtml+xml,Text (Mark-up),extension match html; byte match at [[0 44] [123 42] [176 7] [198 8]],
X:\school\data\Govdocs1-threads\164\164850.html,1191838,2008-12-03T17:11:48-05:00,,940cb811593c38654e7c5750c7b854e4,pronom,UNKNOWN,,,,,,"no match; possibilities based on extension are fmt/97, fmt/98, fmt/99, fmt/100, fmt/102, fmt/103, fmt/96, fmt/471, fmt/583, fmt/1132"
X:\school\data\Govdocs1-threads\165\165014.html,1393,2009-02-11T03:02:17-05:00,,e1c8460e6c934f8672cfbca9c9951fdf,pronom,UNKNOWN,,,,,,"no match; possibilities based on extension are fmt/97, fmt/98, fmt/99, fmt/100, fmt/102, fmt/103, fmt/96, fmt/471, fmt/583, fmt/1132"
X:\school\data\Govdocs1-threads\165\165047.html,28032,2009-02-11T03:05:32-05:00,,d6ba0569274db06349869b409488f316,pronom,fmt/100,Hypertext Markup Language,4.01,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\165\165232.pdf,35639,2008-02-26T14:18:48-05:00,,b363cf69d040deba9341411f43f8fce6,pronom,fmt/18,Acrobat PDF 1.4 - Portable Document Format,1.4,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [35634 5]],
X:\school\data\Govdocs1-threads\165\165421.pdf,534443,2007-10-18T11:04:04-04:00,,45098e81dc7b7f62c2362a63a18e1ced,pronom,fmt/18,Acrobat PDF 1.4 - Portable Document Format,1.4,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [534437 5]],
X:\school\data\Govdocs1-threads\165\165682.pdf,46421,2008-11-01T02:03:11-04:00,,a8fc58124b6c1e81acce35f7932001da,pronom,fmt/17,Acrobat PDF 1.3 - Portable Document Format,1.3,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [46415 5]],
X:\school\data\Govdocs1-threads\165\165786.pdf,49210,2007-12-19T16:48:07-05:00,,fc88f75b3a3765d7ada486b08f8a4872,pronom,fmt/18,Acrobat PDF 1.4 - Portable Document Format,1.4,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [49203 5]],
X:\school\data\Govdocs1-threads\165\165821.pdf,187297,2008-10-09T17:23:27-04:00,,2f445b095b6f575c42d8e10bd68862b0,pronom,fmt/18,Acrobat PDF 1.4 - Portable Document Format,1.4,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [187290 5]],
X:\school\data\Govdocs1-threads\165\165876.html,12764,2008-10-06T23:14:36-04:00,,ee8b1d2fd34a822ad6daf3688f36805c,pronom,fmt/96,Hypertext Markup Language,,text/html,Text (Mark-up),extension match html; byte match at [[0 5] [12756 7]] (signature 1/2),
X:\school\data\Govdocs1-threads\166\166206.pdf,1637615,2005-07-21T08:38:44-04:00,,52c131fb43c3fb62d08893746dc2a9c6,pronom,fmt/15,Acrobat PDF 1.1 - Portable Document Format,1.1,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [1637609 5]],
X:\school\data\Govdocs1-threads\166\166271.pdf,4017,2001-05-23T15:30:02-04:00,,a2ca3cfe28faab7a291b8c8b0d73e915,pronom,fmt/16,Acrobat PDF 1.2 - Portable Document Format,1.2,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [4011 5]],
X:\school\data\Govdocs1-threads\166\166308.pdf,1109507,2004-06-14T12:00:27-04:00,,d4af92aaade14da6610c1a43b7f59658,pronom,fmt/19,Acrobat PDF 1.5 - Portable Document Format,1.5,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [1109500 5]],
X:\school\data\Govdocs1-threads\166\166374.html,55296,2009-02-11T03:25:00-05:00,,ae30426eabc3f073dccdcdf81b4d8751,pronom,fmt/96,Hypertext Markup Language,,text/html,Text (Mark-up),extension match html; byte match at [[0 5] [55288 7]] (signature 1/2),
X:\school\data\Govdocs1-threads\166\166525.html,44259,2007-11-09T10:35:43-05:00,,e51ce7c6936aef0e5ddb122baebd6dea,pronom,fmt/102,Extensible Hypertext Markup Language,1.0,application/xhtml+xml,Text (Mark-up),extension match html; byte match at [[0 44] [128 42] [807 7] [893 8]],
X:\school\data\Govdocs1-threads\166\166590.pdf,167869,2003-12-01T17:12:10-05:00,,c5e65c3bb8be5239b18b255d121132bb,pronom,fmt/18,Acrobat PDF 1.4 - Portable Document Format,1.4,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [167862 5]],
X:\school\data\Govdocs1-threads\166\166784.pdf,3477433,2001-04-05T13:17:52-04:00,,cf762f7d643fd0f987e877ba27425382,pronom,fmt/17,Acrobat PDF 1.3 - Portable Document Format,1.3,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [3477427 5]],
X:\school\data\Govdocs1-threads\167\167083.html,32359,2009-02-11T03:39:57-05:00,,771f138aa93f7c4b7e2c5909e7ef0071,pronom,fmt/99,Hypertext Markup Language,4.0,text/html,Text (Mark-up),"extension match html; byte match at 24, 44",
X:\school\data\Govdocs1-threads\167\167086.doc,2512384,2004-01-08T15:21:10-05:00,,6cf15c78da4bb28267feba6e93905ce1,pronom,fmt/40,Microsoft Word Document,97-2003,application/msword,Word Processor,"extension match doc; container name CompObj with byte match at 70, 20; name WordDocument with name only",
X:\school\data\Govdocs1-threads\167\167270.xml,18106,2006-01-08T22:34:40-05:00,,e433f8fc55aa15408af6d36f5ba36722,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\167\167559.log,9093,2002-06-04T11:36:36-04:00,,ea0340d9656e6ee94dfb7acbdc469159,pronom,x-fmt/62,Log File,,,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\167\167569.gif,64721,2005-03-21T22:43:50-04:00,,b8e5d9519b595903e4cd92711570bbaf,pronom,fmt/3,Graphics Interchange Format,87a,image/gif,Image (Raster),extension match gif; byte match at [[0 6] [64720 1]],
X:\school\data\Govdocs1-threads\167\167635.pdf,191242,1999-08-03T09:03:41-04:00,,73ddfa0743eadb4a176a86e517a504ab,pronom,fmt/16,Acrobat PDF 1.2 - Portable Document Format,1.2,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [191236 5]],
X:\school\data\Govdocs1-threads\167\167836.pdf,332293,2006-03-28T17:37:14-04:00,,0d5a8f232cb59ca140346ca245a369ab,pronom,fmt/18,Acrobat PDF 1.4 - Portable Document Format,1.4,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [332287 5]],
X:\school\data\Govdocs1-threads\167\167878.xls,957952,2008-10-14T13:59:37-04:00,,e11b1d32ddd826d094933039a9bb95c5,pronom,x-fmt/17,Microsoft Excel Template,97-2003,application/vnd.ms-excel,Spreadsheet,"container name Workbook with byte match at 0, 30",extension mismatch
X:\school\data\Govdocs1-threads\168\168089.doc,260096,2003-03-27T15:50:36-04:00,,57af99d5fb39877d6255e5fc56f594c0,pronom,fmt/40,Microsoft Word Document,97-2003,application/msword,Word Processor,"extension match doc; container name CompObj with byte match at 70, 20; name WordDocument with name only",
X:\school\data\Govdocs1-threads\168\168226.pdf,32784,2003-10-30T10:26:28-04:00,,0c2ee4f1daf43f5e31b87219bb4b7a08,pronom,fmt/16,Acrobat PDF 1.2 - Portable Document Format,1.2,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [32778 5]],
X:\school\data\Govdocs1-threads\168\168230.pdf,28994,2008-11-15T13:06:12-05:00,,82332f12735c00a84ded3c6e1430e1b0,pronom,fmt/18,Acrobat PDF 1.4 - Portable Document Format,1.4,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [28987 5]],
X:\school\data\Govdocs1-threads\168\168286.html,120844,2004-04-30T16:18:31-04:00,,f4da81b694dda6be2f312d16fa97805d,pronom,fmt/97,Hypertext Markup Language,2.0,text/html,Text (Mark-up),"extension match html; byte match at 0, 42",
X:\school\data\Govdocs1-threads\168\168307.txt,3042,2007-11-25T14:14:47-05:00,,80ffff3effeae5e91fbfe3aaaa1d6e1f,pronom,x-fmt/111,Plain Text File,,text/plain,,extension match txt; text match ASCII,
X:\school\data\Govdocs1-threads\168\168323.txt,3912,2006-12-19T11:51:58-05:00,,32d85433ded9d450a8d35eb2e2e8f49a,pronom,x-fmt/111,Plain Text File,,text/plain,,extension match txt; text match ASCII,
X:\school\data\Govdocs1-threads\168\168434.pdf,83509,2008-10-16T10:28:30-04:00,,70cd1a5e0e9d51e896d43194f1c0f9ec,pronom,fmt/18,Acrobat PDF 1.4 - Portable Document Format,1.4,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [83504 5]],
X:\school\data\Govdocs1-threads\168\168442.html,4989,2009-02-11T04:32:39-05:00,,b46cad922d8f5de452b4684f52c7d265,pronom,fmt/99,Hypertext Markup Language,4.0,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\168\168570.ppt,1825792,2006-02-15T11:19:06-05:00,,05a8c1664436ab6afe32162764af0ab0,pronom,fmt/126,Microsoft Powerpoint Presentation,97-2003,application/vnd.ms-powerpoint,Presentation,extension match ppt; container name PowerPoint Document with name only,
X:\school\data\Govdocs1-threads\168\168775.pdf,150092,2004-02-27T11:09:38-05:00,,7cd1cc52735b7f492fcb0ae49d702e7b,pronom,fmt/17,Acrobat PDF 1.3 - Portable Document Format,1.3,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [150086 5]],
X:\school\data\Govdocs1-threads\168\168952.xml,18209,2008-12-16T06:42:02-05:00,,35d6d4103e3b612b3483d3dcacf08f18,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\168\168981.html,14485,2007-01-04T17:53:50-05:00,,e13ded2baac5548d7c67d7f5c43fb1c2,pronom,fmt/96,Hypertext Markup Language,,text/html,Text (Mark-up),extension match html; byte match at [[0 5] [14477 7]] (signature 1/2),
X:\school\data\Govdocs1-threads\168\168987.html,75105,2009-02-22T20:49:43-05:00,,c707f17849f8fa544e606f12a027e2a2,pronom,fmt/99,Hypertext Markup Language,4.0,text/html,Text (Mark-up),"extension match html; byte match at 3, 44",
X:\school\data\Govdocs1-threads\169\169062.pdf,618703,2006-09-14T17:43:00-04:00,,e6e15205aab30cbb6e0317ee3976ce6e,pronom,fmt/18,Acrobat PDF 1.4 - Portable Document Format,1.4,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [618696 5]],
X:\school\data\Govdocs1-threads\169\169069.doc,118784,2003-10-01T13:41:06-04:00,,13fb166a38ff6a047b032315c2832c4e,pronom,fmt/40,Microsoft Word Document,97-2003,application/msword,Word Processor,"extension match doc; container name CompObj with byte match at 70, 20; name WordDocument with name only",
X:\school\data\Govdocs1-threads\169\169195.pdf,7315,2003-04-28T14:27:24-04:00,,07bd36185ba9f26565aaad68eaaaafe0,pronom,fmt/16,Acrobat PDF 1.2 - Portable Document Format,1.2,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [7309 5]],
X:\school\data\Govdocs1-threads\169\169780.html,23538,2009-03-16T00:36:15-04:00,,461926bab75da7166cf12e207a1c1d8c,pronom,fmt/99,Hypertext Markup Language,4.0,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\169\169900.pdf,3947364,2008-07-23T17:40:38-04:00,,d4df0449b1b84468cea121940285bec8,pronom,fmt/20,Acrobat PDF 1.6 - Portable Document Format,1.6,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [3947357 5]],
X:\school\data\Govdocs1-threads\169\169906.doc,428544,2003-07-16T13:14:09-04:00,,03bd6acae69326e91c1c09a11b133e5d,pronom,fmt/40,Microsoft Word Document,97-2003,application/msword,Word Processor,"extension match doc; container name CompObj with byte match at 70, 20; name WordDocument with name only",
X:\school\data\Govdocs1-threads\169\169981.doc,31232,2008-04-25T17:11:33-04:00,,81d56135e7884fba0c3df06bc1f15f43,pronom,fmt/40,Microsoft Word Document,97-2003,application/msword,Word Processor,"extension match doc; container name CompObj with byte match at 77, 20; name WordDocument with name only",
X:\school\data\Govdocs1-threads\170\170053.ps,277772,2007-08-27T10:20:41-04:00,,e32c6858dcaf8419f1d5f0204eb22f72,pronom,UNKNOWN,,,,,,"no match; possibilities based on extension are x-fmt/91, fmt/124, x-fmt/406, x-fmt/407, x-fmt/408, fmt/501"
X:\school\data\Govdocs1-threads\170\170115.pdf,89674,2006-05-01T14:27:01-04:00,,b7dfa7cb589d3618b4fd9f59d5b30d18,pronom,fmt/18,Acrobat PDF 1.4 - Portable Document Format,1.4,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [89667 5]],
X:\school\data\Govdocs1-threads\170\170375.ppt,2740736,2004-01-20T09:52:32-05:00,,a6fd752ddba442bba6d2e467f0545dea,pronom,fmt/126,Microsoft Powerpoint Presentation,97-2003,application/vnd.ms-powerpoint,Presentation,extension match ppt; container name PowerPoint Document with name only,
X:\school\data\Govdocs1-threads\170\170540.gif,37506,2000-08-29T13:56:44-04:00,,79547a506bcc241779fc5a40e7640eba,pronom,fmt/4,Graphics Interchange Format,89a,image/gif,Image (Raster),extension match gif; byte match at [[0 6] [37505 1]],
X:\school\data\Govdocs1-threads\170\170717.html,8719,2009-02-11T05:19:57-05:00,,4526b952aa2c90905e627ec3a52eab5b,pronom,fmt/96,Hypertext Markup Language,,text/html,Text (Mark-up),extension match html; byte match at [[0 5] [8711 7]] (signature 1/2),
X:\school\data\Govdocs1-threads\170\170817.pdf,176467,2008-06-17T16:48:58-04:00,,d6be14b11020a276bac46c24b56332ec,pronom,fmt/20,Acrobat PDF 1.6 - Portable Document Format,1.6,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [176460 5]],
X:\school\data\Govdocs1-threads\170\170879.html,30828,2006-04-13T13:00:05-04:00,,6fde376f7435050fb40f7328f2d21272,pronom,fmt/100,Hypertext Markup Language,4.01,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\170\170887.txt,2664,2005-12-29T11:31:35-05:00,,4d7a04562c1ac4851c894298bcc8cdd9,pronom,x-fmt/111,Plain Text File,,text/plain,,extension match txt; text match ASCII,
X:\school\data\Govdocs1-threads\170\170915.pdf,106023,2007-01-18T08:29:43-05:00,,f95d64525b54e27ec3209b92fbea9aef,pronom,fmt/18,Acrobat PDF 1.4 - Portable Document Format,1.4,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [106016 5]],
X:\school\data\Govdocs1-threads\171\171037.ppt,843776,2006-10-20T14:43:43-04:00,,412e34480ff09a614421c832dd5615bd,pronom,fmt/126,Microsoft Powerpoint Presentation,97-2003,application/vnd.ms-powerpoint,Presentation,extension match ppt; container name PowerPoint Document with name only,
X:\school\data\Govdocs1-threads\171\171046.txt,17384,2001-10-25T18:27:17-04:00,,cc4727077b6e4dc35b311711297a8fff,pronom,x-fmt/111,Plain Text File,,text/plain,,extension match txt; text match ASCII,
X:\school\data\Govdocs1-threads\171\171065.html,31847,2009-02-11T05:27:25-05:00,,92e1aed9275450aeae573a7333cd215b,pronom,fmt/102,Extensible Hypertext Markup Language,1.0,application/xhtml+xml,Text (Mark-up),extension match html; byte match at [[44 44] [167 42] [220 7] [292 8]],
X:\school\data\Govdocs1-threads\171\171263.ppt,317952,2006-03-02T15:38:26-05:00,,c0d6c712e09f41e1fbcddf4c9dcc1787,pronom,fmt/126,Microsoft Powerpoint Presentation,97-2003,application/vnd.ms-powerpoint,Presentation,extension match ppt; container name PowerPoint Document with name only,
X:\school\data\Govdocs1-threads\171\171450.jpg,110894,1994-10-28T17:06:29-04:00,,186d1bbec76e98aedef6c21297383f56,pronom,fmt/44,JPEG File Interchange Format,1.02,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [110892 2]],
X:\school\data\Govdocs1-threads\171\171588.pdf,3173242,2006-11-02T08:35:32-04:00,,9d16c89944fe3f30d289aa80873bf054,pronom,fmt/16,Acrobat PDF 1.2 - Portable Document Format,1.2,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [3173235 5]],
X:\school\data\Govdocs1-threads\171\171613.ps,297165,2003-12-29T17:06:26-05:00,,116dc3af8d79bb69d5e521d708574042,pronom,x-fmt/406,PostScript,2.0,application/postscript,Image (Vector),"extension match ps; byte match at 0, 14",
X:\school\data\Govdocs1-threads\171\171698.txt,17625,1998-02-05T12:27:41-05:00,,c68db7df98bd0a97cf09b957e0b67985,pronom,x-fmt/111,Plain Text File,,text/plain,,extension match txt; text match ASCII,
X:\school\data\Govdocs1-threads\171\171799.jpg,60090,1999-10-05T11:32:48-04:00,,f544e9eac02713c9e02801bbd1c0524f,pronom,fmt/42,JPEG File Interchange Format,1.00,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [60088 2]],
X:\school\data\Govdocs1-threads\171\171828.pdf,11664,1997-12-03T16:49:49-05:00,,a5b3f3e421dc662a6a09308e1e6be37f,pronom,fmt/16,Acrobat PDF 1.2 - Portable Document Format,1.2,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [11658 5]],
X:\school\data\Govdocs1-threads\171\171896.html,10479,2009-02-11T03:38:31-05:00,,f95a499ac77c2d7847c5019294d016ca,pronom,fmt/96,Hypertext Markup Language,,text/html,Text (Mark-up),extension match html; byte match at [[123 5] [10470 7]] (signature 1/2),
X:\school\data\Govdocs1-threads\172\172074.ppt,1539584,2002-05-21T09:37:04-04:00,,79c531094bc1bb2646d46aa258752107,pronom,fmt/126,Microsoft Powerpoint Presentation,97-2003,application/vnd.ms-powerpoint,Presentation,extension match ppt; container name PowerPoint Document with name only,
X:\school\data\Govdocs1-threads\172\172105.pdf,89351,2009-02-22T20:55:36-05:00,,1af66f4a6432fb6f7f648e57c9e5fa0f,pronom,fmt/16,Acrobat PDF 1.2 - Portable Document Format,1.2,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [88932 5]],
X:\school\data\Govdocs1-threads\172\172162.doc,35840,2007-09-14T11:04:35-04:00,,82496e89c42e8cf6839e88bf6fdd32e1,pronom,fmt/40,Microsoft Word Document,97-2003,application/msword,Word Processor,"extension match doc; container name CompObj with byte match at 70, 20; name WordDocument with name only",
X:\school\data\Govdocs1-threads\172\172226.html,151178,2001-10-01T23:39:22-04:00,,c17fabda3c8c191520882f0997512653,pronom,UNKNOWN,,,,,,"no match; possibilities based on extension are fmt/97, fmt/98, fmt/99, fmt/100, fmt/102, fmt/103, fmt/96, fmt/471, fmt/583, fmt/1132"
X:\school\data\Govdocs1-threads\172\172325.jpg,2748,2001-07-03T15:13:56-04:00,,e5aba17320f61c1af19f1ccac14c9ee4,pronom,fmt/44,JPEG File Interchange Format,1.02,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [2746 2]],
X:\school\data\Govdocs1-threads\172\172441.pdf,60402,2007-06-14T16:24:17-04:00,,6f0f2c628f89a8da1f379a1b443e32f2,pronom,fmt/17,Acrobat PDF 1.3 - Portable Document Format,1.3,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [60396 5]],
X:\school\data\Govdocs1-threads\172\172461.pdf,252139,2008-07-11T07:49:53-04:00,,65c83d83d566977e8d38daa16f912947,pronom,fmt/18,Acrobat PDF 1.4 - Portable Document Format,1.4,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [252132 5]],
X:\school\data\Govdocs1-threads\172\172894.html,2793,2009-02-11T06:03:44-05:00,,98c13ef963e0a7f8b21235c16e344680,pronom,fmt/98,Hypertext Markup Language,3.2,text/html,Text (Mark-up),"extension match html; byte match at 0, 43",
